737315,20180913, 969, -1, 84, 42, 1,71
737316,20180914, 969, 1, 79, 708, -1,73
737317,20180915, 42, 1, 96, 708, -1,77
737318,20180916, 1581, 1, 119, 708, -1,73
737322,20180920, 1532, -1, 88, 930, 1,84
737323,20180921, 1532, -1, 87, 930, 1,86
737326,20180924, 1380, 1, 74, 1759, -1,69
737329,20180927, 950, 1, 112, 1092, -1,72
737329,20180927, 1580, -1, 86, 1046, 1,71
737329,20180927, 1964, 1, 85, 1633, -1,73
737329,20180927, 893, -1, 83, 42, 1,79
737330,20180928, 263, 1, 125, 1736, -1,55
737330,20180928, 151, -1, 76, 3, 1,72
737330,20180928, 414, 1, 64, 1507, -1,56
737330,20180928, 1580, 1, 77, 1633, -1,66
737330,20180928, 930, 1, 80, 2094, -1,67
737330,20180928, 471, -1, 66, 1859, 1,65
737330,20180928, 1046, -1, 80, 1964, 1,70
737330,20180928, 969, 1, 90, 1091, -1,85
737330,20180928, 1092, 0, 90, 2016, 0,84
737331,20180929, 930, 1, 75, 2094, -1,61
737331,20180929, 263, -1, 107, 151, 1,66
737331,20180929, 31, -1, 81, 949, 1,69
737331,20180929, 3, 1, 91, 1736, -1,76
737331,20180929, 471, -1, 70, 2123, 1,60
737331,20180929, 1633, -1, 102, 1046, 1,68
737331,20180929, 1580, -1, 96, 1964, 1,61
737331,20180929, 720, 1, 101, 1092, -1,89
737331,20180929, 1507, -1, 79, 951, 1,70
737332,20180930, 1736, -1, 87, 151, 1,76
737332,20180930, 263, -1, 127, 3, 1,66
737332,20180930, 471, -1, 83, 1078, 1,79
737332,20180930, 1092, -1, 73, 2123, 1,57
737333,20181001, 2123, 1, 80, 1926, -1,72
737335,20181003, 720, 1, 98, 1926, -1,71
737335,20181003, 1964, 1, 88, 951, -1,83
737336,20181004, 950, 1, 89, 1926, -1,47
737336,20181004, 2092, -1, 87, 1875, 1,69
737336,20181004, 893, -1, 98, 1525, 1,97
737336,20181004, 1091, -1, 82, 42, 1,66
737336,20181004, 932, 1, 94, 185, -1,85
737336,20181004, 1920, -1, 103, 176, 1,86
737337,20181005, 2016, 1, 74, 3, -1,68
737337,20181005, 1920, -1, 103, 2094, 1,99
737337,20181005, 471, -1, 71, 1763, 1,65
737337,20181005, 23, -1, 81, 1859, 1,72
737337,20181005, 1928, 1, 78, 1926, -1,69
737337,20181005, 1736, 1, 81, 256, -1,70
737337,20181005, 414, 1, 82, 1532, -1,63
737337,20181005, 1074, -1, 78, 188, 1,72
737337,20181005, 1315, 1, 71, 2092, -1,65
737337,20181005, 187, 1, 86, 951, -1,73
737337,20181005, 519, -1, 97, 969, 1,93
737337,20181005, 1380, 1, 84, 406, -1,81
737337,20181005, 1581, 1, 81, 87, -1,66
737337,20181005, 791, 0, 72, 1185, 0,62
737337,20181005, 893, 0, 84, 897, 0,67
737337,20181005, 1046, 1, 83, 2123, -1,70
737338,20181006, 1532, 1, 100, 2016, -1,60
737338,20181006, 1074, 1, 69, 1926, -1,63
737338,20181006, 23, -1, 80, 1078, 1,65
737338,20181006, 2123, -1, 71, 2094, 1,70
737338,20181006, 1763, -1, 79, 256, 1,61
737338,20181006, 1928, -1, 91, 1580, 1,83
737338,20181006, 3, -1, 63, 414, 1,54
737338,20181006, 1736, 1, 81, 471, -1,69
737338,20181006, 951, 1, 80, 1315, -1,75
737338,20181006, 187, 1, 91, 2092, -1,78
737338,20181006, 87, 1, 87, 969, -1,80
737338,20181006, 1525, 1, 83, 897, -1,58
737338,20181006, 519, 1, 98, 1380, -1,75
737338,20181006, 1581, 1, 88, 406, -1,86
737338,20181006, 177, 0, 86, 791, 0,85
737338,20181006, 1920, -1, 98, 1046, 1,79
737338,20181006, 484, 1, 60, 1730, -1,57
737338,20181006, 1730, 0, 79, 1956, 0,78
737339,20181007, 1532, 1, 85, 3, -1,84
