737318,20180916, 228, 1, 71, 676, -1,36
737322,20180920, 893, 1, 93, 29, -1,66
737323,20180921, 893, 1, 87, 29, -1,50
737323,20180921, 1343, -1, 77, 394, 1,65
737323,20180921, 1319, 1, 79, 41, -1,74
737329,20180927, 912, 1, 88, 1248, -1,77
737329,20180927, 1971, 1, 56, 1806, -1,53
737329,20180927, 85, 1, 74, 41, -1,66
737329,20180927, 1326, 1, 75, 861, -1,60
737329,20180927, 931, -1, 81, 895, 1,79
737329,20180927, 1192, -1, 71, 180, 1,63
737329,20180927, 1052, 1, 74, 492, -1,39
737329,20180927, 857, -1, 75, 1461, 1,46
737329,20180927, 1512, 1, 62, 675, -1,31
737330,20180928, 248, -1, 67, 1942, 1,55
737330,20180928, 1466, -1, 63, 1343, 1,53
737330,20180928, 1231, 1, 83, 1693, -1,56
737330,20180928, 1789, 1, 66, 449, -1,51
737330,20180928, 1858, 1, 89, 171, -1,74
737330,20180928, 29, -1, 68, 1248, 1,65
737330,20180928, 2048, 1, 73, 182, -1,62
737330,20180928, 2017, 1, 62, 1806, -1,60
737330,20180928, 241, -1, 77, 1442, 1,67
737330,20180928, 1008, 1, 85, 676, -1,63
737330,20180928, 1268, -1, 75, 1893, 1,62
737330,20180928, 1052, -1, 77, 1192, 1,55
737330,20180928, 180, -1, 64, 675, 1,42
737330,20180928, 1326, -1, 67, 857, 1,41
737330,20180928, 85, 1, 76, 931, -1,57
737330,20180928, 895, 1, 66, 1461, -1,46
737330,20180928, 1512, 1, 63, 492, -1,46
737330,20180928, 41, -1, 66, 861, 1,60
737331,20180929, 248, 1, 55, 1693, -1,52
737331,20180929, 914, 1, 99, 1466, -1,56
737331,20180929, 912, 1, 67, 29, -1,49
737331,20180929, 1442, -1, 83, 171, 1,57
737331,20180929, 2017, 1, 61, 1806, -1,52
737331,20180929, 1231, 1, 63, 1942, -1,60
737331,20180929, 2048, 1, 66, 449, -1,50
737331,20180929, 182, -1, 74, 1789, 1,59
737331,20180929, 394, 1, 106, 1851, -1,59
737331,20180929, 1268, -1, 83, 1893, 1,71
737331,20180929, 1008, 1, 80, 676, -1,52
737331,20180929, 1858, 1, 71, 241, -1,63
737331,20180929, 857, -1, 86, 180, 1,64
737331,20180929, 1326, 1, 70, 492, -1,40
737331,20180929, 931, 1, 78, 675, -1,40
737331,20180929, 1052, 1, 68, 895, -1,44
737331,20180929, 85, -1, 93, 1461, 1,63
737331,20180929, 1192, 1, 50, 41, -1,46
737331,20180929, 1512, 1, 67, 861, -1,64
737332,20180930, 1851, -1, 101, 1035, 1,55
737332,20180930, 248, -1, 62, 1231, 1,38
737332,20180930, 241, -1, 89, 171, 1,57
737332,20180930, 914, -1, 86, 1343, 1,76
737332,20180930, 1442, -1, 71, 1858, 1,61
737332,20180930, 182, -1, 73, 1039, 1,71
737332,20180930, 1693, -1, 68, 1942, 1,53
737332,20180930, 1511, 1, 83, 449, -1,47
737336,20181004, 1268, -1, 74, 913, 1,59
737336,20181004, 1343, 1, 43, 1035, -1,40
737336,20181004, 182, 1, 74, 613, -1,57
737336,20181004, 895, 1, 70, 180, -1,53
737336,20181004, 857, -1, 61, 1512, 1,48
737336,20181004, 1461, 1, 80, 1319, -1,46
737337,20181005, 1856, -1, 70, 912, 1,54
737337,20181005, 2019, 1, 67, 171, -1,59
737337,20181005, 394, 1, 71, 1053, -1,58
737337,20181005, 248, 1, 52, 1035, -1,49
737337,20181005, 861, -1, 64, 1461, 1,44
737337,20181005, 1052, 1, 69, 1512, -1,39
737337,20181005, 857, -1, 65, 1319, 1,43
737338,20181006, 1053, 1, 79, 912, -1,71
737338,20181006, 893, -1, 62, 2019, 1,59
737338,20181006, 394, 1, 75, 1856, -1,44
737338,20181006, 857, -1, 90, 1461, 1,34
737338,20181006, 385, 1, 64, 1319, -1,41
737339,20181007, 1856, -1, 82, 1053, 1,79
737339,20181007, 2019, 1, 69, 1008, -1,58
737339,20181007, 394, 1, 87, 912, -1,61
737341,20181009, 1039, 1, 85, 21, -1,48
737342,20181010, 1466, 1, 75, 893, -1,58
737343,20181011, 913, 1, 81, 1172, -1,53
737343,20181011, 1343, 1, 84, 1008, -1,58
737343,20181011, 1942, 1, 50, 676, -1,36
737343,20181011, 1053, 1, 83, 183, -1,52
737343,20181011, 1851, -1, 77, 893, 1,72
737343,20181011, 1560, -1, 80, 1466, 1,73
737344,20181012, 913, -1, 53, 676, 1,51
737344,20181012, 914, -1, 86, 3, 1,70
737344,20181012, 1343, -1, 86, 183, 1,44
737344,20181012, 2017, 1, 84, 1693, -1,79
737344,20181012, 1856, -1, 77, 241, 1,65
737344,20181012, 1511, -1, 71, 147, 1,65
737344,20181012, 1560, 1, 73, 893, -1,69
737344,20181012, 2048, -1, 68, 1231, 1,57
737344,20181012, 21, -1, 64, 1442, 1,56
737344,20181012, 1053, 1, 78, 1008, -1,74
737344,20181012, 687, -1, 79, 449, 1,65
737344,20181012, 1035, 1, 96, 1827, -1,51
737344,20181012, 1466, 1, 77, 1851, -1,68
737344,20181012, 1942, -1, 71, 1172, 1,63
737344,20181012, 41, 1, 97, 1461, -1,78
737344,20181012, 1512, -1, 66, 180, 1,58
737344,20181012, 1052, 1, 78, 1688, -1,56
737344,20181012, 85, 1, 81, 385, -1,80
737344,20181012, 857, 1, 70, 861, -1,46
737345,20181013, 241, -1, 77, 1664, 1,62
737345,20181013, 1039, 1, 78, 1893, -1,42
737345,20181013, 914, -1, 76, 21, 1,63
737345,20181013, 183, -1, 81, 1008, 1,74
737345,20181013, 1231, 1, 69, 2048, -1,57
737345,20181013, 1442, 1, 72, 3, -1,70
737345,20181013, 1172, -1, 59, 676, 1,57
737345,20181013, 1343, -1, 77, 1053, 1,60
737345,20181013, 687, -1, 70, 2017, 1,66
737345,20181013, 1511, -1, 80, 1035, 1,79
737345,20181013, 913, -1, 56, 1942, 1,50
737345,20181013, 147, 1, 80, 1827, -1,39
737345,20181013, 449, 1, 55, 1693, -1,49
737345,20181013, 171, 1, 65, 2019, -1,62
737345,20181013, 857, 1, 56, 861, -1,52
737345,20181013, 1688, -1, 86, 180, 1,61
737345,20181013, 1052, 1, 75, 1326, -1,59
737345,20181013, 931, 1, 58, 1512, -1,46
737345,20181013, 385, 1, 68, 85, -1,65
737346,20181014, 1693, -1, 85, 687, 1,61
737346,20181014, 449, 1, 69, 2017, -1,52
737346,20181014, 1231, 1, 97, 2048, -1,84
737346,20181014, 1511, 1, 97, 1827, -1,56
737346,20181014, 3, 1, 70, 21, -1,63
737346,20181014, 914, -1, 80, 1442, 1,49
737350,20181018, 914, 1, 71, 1231, -1,53
737350,20181018, 1268, -1, 75, 1780, 1,72
737350,20181018, 182, 1, 62, 228, -1,59
737350,20181018, 1664, -1, 68, 1248, 1,56
737350,20181018, 1851, 1, 71, 613, -1,64
737350,20181018, 3, 1, 75, 912, -1,56
737350,20181018, 241, 1, 74, 1858, -1,70
737350,20181018, 1893, -1, 67, 21, 1,56
737350,20181018, 2017, -1, 70, 1942, 1,49
737350,20181018, 899, 1, 62, 398, -1,52
737351,20181019, 1178, 1, 73, 1172, -1,65
737351,20181019, 1580, 1, 77, 650, -1,38
737351,20181019, 568, 1, 79, 758, -1,51
737351,20181019, 1245, 1, 83, 1462, -1,79
737351,20181019, 1688, 1, 55, 1512, -1,41
737351,20181019, 895, -1, 58, 1192, 1,57
737351,20181019, 1326, -1, 73, 1461, 1,54
737351,20181019, 85, 1, 78, 857, -1,65
737351,20181019, 861, 1, 74, 675, -1,58
737352,20181020, 1852, 1, 69, 280, -1,67
737352,20181020, 315, 1, 77, 853, -1,66
737352,20181020, 1605, -1, 77, 1924, 1,45
737352,20181020, 1420, 1, 77, 1172, -1,69
737352,20181020, 1868, 1, 62, 1130, -1,51
737352,20181020, 638, 1, 63, 973, -1,46
737352,20181020, 1593, 1, 83, 1658, -1,68
737352,20181020, 85, 1, 77, 857, -1,71
737352,20181020, 861, 1, 75, 675, -1,46
737352,20181020, 931, -1, 67, 41, 1,52
737352,20181020, 1192, -1, 56, 895, 1,55
737352,20181020, 1052, 1, 73, 180, -1,60
737353,20181021, 1605, -1, 101, 1924, 1,63
737353,20181021, 406, -1, 55, 1882, 1,49
737353,20181021, 1858, 1, 77, 1248, -1,55
737353,20181021, 241, 1, 80, 1664, -1,63
737353,20181021, 394, -1, 70, 912, 1,51
737353,20181021, 21, 1, 59, 1806, -1,46
737353,20181021, 1851, -1, 62, 1780, 1,56
737354,20181022, 816, 1, 88, 482, -1,57
737355,20181023, 642, -1, 67, 315, 1,57
